"Date","Region","New_Tests","Total_Tests","Positivity","Turn_Around"
2020-04-14,"Vancouver Island",125,8194,1.65,16.9
2020-04-15,"BC",1339,60722,4.45,23.1
2020-04-15,"Fraser",533,21145,6,26.5
2020-04-15,"Interior",146,8360,3.31,28.6
2020-04-15,"Northern",39,2335,2.75,42.2
2020-04-15,"Unknown",30,650,0,34.2
2020-04-15,"Vancouver Coastal",390,19837,3.96,16.8
2020-04-15,"Vancouver Island",201,8395,1.8,16.7
2020-04-16,"BC",1478,62200,4.24,22.4
2020-04-16,"Fraser",554,21699,5.73,25.9
2020-04-16,"Interior",197,8557,3.11,29.8
2020-04-16,"Northern",76,2411,2.36,38.2
2020-04-16,"Unknown",19,669,0,29.1
2020-04-16,"Vancouver Coastal",416,20253,3.66,15.3
2020-04-16,"Vancouver Island",216,8611,1.84,14.3
2020-04-17,"BC",1346,63546,4.15,21.7
2020-04-17,"Fraser",496,22195,5.52,23.8
2020-04-17,"Interior",185,8742,2.92,27
2020-04-17,"Northern",31,2442,2.74,40.3
2020-04-17,"Unknown",5,674,0,19
2020-04-17,"Vancouver Coastal",396,20649,3.61,18.4
2020-04-17,"Vancouver Island",233,8844,1.97,16.5
2020-04-18,"BC",1271,64817,4.02,23.2
2020-04-18,"Fraser",396,22591,5.1,27.3
2020-04-18,"Interior",140,8882,2.66,25.4
2020-04-18,"Northern",67,2509,3.17,40.6
2020-04-18,"Unknown",6,680,0,49.6
2020-04-18,"Vancouver Coastal",461,21110,3.74,17.8
2020-04-18,"Vancouver Island",201,9045,2.03,19.4
2020-04-19,"BC",971,65788,4.01,26.1
2020-04-19,"Fraser",382,22973,5.24,30.4
2020-04-19,"Interior",130,9012,2.77,28.8
2020-04-19,"Northern",8,2517,3.15,45.8
2020-04-19,"Unknown",3,683,0,35
2020-04-19,"Vancouver Coastal",288,21398,3.73,20.6
2020-04-19,"Vancouver Island",160,9205,1.92,22.3
2020-04-20,"BC",1208,66996,3.84,23.8
2020-04-20,"Fraser",457,23430,5.25,26
2020-04-20,"Interior",145,9157,2.14,25.4
2020-04-20,"Northern",82,2599,2.58,40.3
2020-04-20,"Unknown",2,685,0,55
2020-04-20,"Vancouver Coastal",352,21750,3.39,19.4
2020-04-20,"Vancouver Island",170,9375,2.07,17.6
2020-04-21,"BC",1547,68543,4.1,23.7
2020-04-21,"Fraser",648,24078,5.22,26.5
2020-04-21,"Interior",189,9346,2.03,30.1
2020-04-21,"Northern",64,2663,2.18,34.6
2020-04-21,"Unknown",13,698,0,33.8
2020-04-21,"Vancouver Coastal",425,22175,4.58,19.6
2020-04-21,"Vancouver Island",208,9583,1.66,13.5
2020-04-22,"BC",1727,70270,3.62,21.1
2020-04-22,"Fraser",601,24679,4.67,21.2
2020-04-22,"Interior",254,9600,2.1,31.9
2020-04-22,"Northern",100,2763,1.87,28.4
2020-04-22,"Unknown",16,714,0,23.5
2020-04-22,"Vancouver Coastal",513,22688,4.21,16.4
2020-04-22,"Vancouver Island",243,9826,1.54,16.2
2020-04-23,"BC",2276,72546,3.71,22.3
2020-04-23,"Fraser",863,25542,5.13,23.5
2020-04-23,"Interior",284,9884,1.81,28.1
2020-04-23,"Northern",118,2881,1.7,33.1
2020-04-23,"Unknown",12,726,0,31
2020-04-23,"Vancouver Coastal",602,23290,4.18,19.1
2020-04-23,"Vancouver Island",397,10223,1.49,16.5
2020-04-24,"BC",2505,75051,3.45,24.2
2020-04-24,"Fraser",934,26476,4.86,27.2
2020-04-24,"Interior",368,10252,1.59,29.7
2020-04-24,"Northern",115,2996,1.44,29.1
2020-04-24,"Unknown",13,739,0,20.2
2020-04-24,"Vancouver Coastal",669,23959,3.96,20.4
2020-04-24,"Vancouver Island",406,10629,1.23,17.4
2020-04-25,"BC",2552,77603,3.14,23
2020-04-25,"Fraser",701,27177,4.86,25.5
2020-04-25,"Interior",439,10691,1.33,30
2020-04-25,"Northern",120,3116,0.66,26.4
2020-04-25,"Unknown",19,758,0,24.1
2020-04-25,"Vancouver Coastal",811,24770,3.52,19.5
2020-04-25,"Vancouver Island",462,11091,0.93,17.9
2020-04-26,"BC",2272,79875,2.81,26.4
2020-04-26,"Fraser",875,28052,4.15,31.8
2020-04-26,"Interior",348,11039,1.23,30.9
2020-04-26,"Northern",103,3219,0.71,32.4
2020-04-26,"Unknown",4,762,0,25.2
2020-04-26,"Vancouver Coastal",621,25391,3.38,19.8
2020-04-26,"Vancouver Island",321,11412,0.82,17.6
2020-04-27,"BC",2170,82045,2.78,23.9
2020-04-27,"Fraser",897,28949,4.2,28.4
2020-04-27,"Interior",308,11347,1.55,27
2020-04-27,"Northern",72,3291,1.01,26.6
2020-04-27,"Unknown",2,764,0,31
2020-04-27,"Vancouver Coastal",568,25959,3.14,19.8
2020-04-27,"Vancouver Island",323,11735,0.51,15
2020-04-28,"BC",2694,84739,2.49,23
2020-04-28,"Fraser",1119,30068,3.92,27.1
2020-04-28,"Interior",296,11643,1.35,28.1
2020-04-28,"Northern",77,3368,1.42,30
2020-04-28,"Unknown",40,804,0,20.3
2020-04-28,"Vancouver Coastal",719,26678,2.27,18.2
2020-04-28,"Vancouver Island",443,12178,0.5,16.2
2020-04-29,"BC",2702,87441,2.35,21.9
2020-04-29,"Fraser",1023,31091,3.9,24.2
2020-04-29,"Interior",355,11998,1.04,27.3
2020-04-29,"Northern",133,3501,1.49,32.9
2020-04-29,"Unknown",21,825,0,21.3
2020-04-29,"Vancouver Coastal",718,27396,2.04,17.2
2020-04-29,"Vancouver Island",452,12630,0.36,16.6
2020-04-30,"BC",2683,90124,2.03,24.6
2020-04-30,"Fraser",844,31935,3.32,26
2020-04-30,"Interior",407,12405,1.07,31.5
2020-04-30,"Northern",191,3692,1.85,31
2020-04-30,"Unknown",14,839,0,27.7
2020-04-30,"Vancouver Coastal",767,28163,1.7,22.4
2020-04-30,"Vancouver Island",460,13090,0.24,17.1
2020-05-01,"BC",2803,92927,1.89,25.3
2020-05-01,"Fraser",976,32911,3.06,25.9
2020-05-01,"Interior",431,12836,1.08,37.3
2020-05-01,"Northern",116,3808,1.85,29.4
2020-05-01,"Unknown",31,870,0,32.9
2020-05-01,"Vancouver Coastal",735,28898,1.54,21.3
2020-05-01,"Vancouver Island",514,13604,0.27,18.2
2020-05-02,"BC",2581,95508,1.95,26.7
2020-05-02,"Fraser",953,33864,3.16,29.1
2020-05-02,"Interior",334,13170,1.21,36.2
2020-05-02,"Northern",151,3959,2.02,28.5
2020-05-02,"Unknown",15,885,0,36.6
2020-05-02,"Vancouver Coastal",715,29613,1.49,21.8
2020-05-02,"Vancouver Island",413,14017,0.24,20.7
2020-05-03,"BC",2484,97992,2.04,26.8
2020-05-03,"Fraser",805,34669,3.45,28
2020-05-03,"Interior",497,13667,1.03,36.3
2020-05-03,"Northern",82,4041,2.31,23
2020-05-03,"Unknown",11,896,0,40.8
2020-05-03,"Vancouver Coastal",709,30322,1.56,23.3
2020-05-03,"Vancouver Island",380,14397,0.2,18.9
2020-05-04,"BC",1716,99708,1.9,21.2
2020-05-04,"Fraser",651,35320,3.2,24.2
2020-05-04,"Interior",288,13955,0.81,27.7
2020-05-04,"Northern",55,4096,2.24,19
2020-05-04,"Unknown",3,899,0,35
2020-05-04,"Vancouver Coastal",420,30742,1.57,16.8
2020-05-04,"Vancouver Island",299,14696,0.17,14.7
2020-05-05,"BC",1905,101613,1.8,19.5
2020-05-05,"Fraser",599,35919,3.28,22.5
2020-05-05,"Interior",253,14208,0.7,28.4
2020-05-05,"Northern",83,4179,2.1,21.5
2020-05-05,"Unknown",12,911,0,19
2020-05-05,"Vancouver Coastal",640,31382,1.47,15.2
2020-05-05,"Vancouver Island",318,15014,0.14,14.9
2020-05-06,"BC",2365,103978,1.86,21.9
2020-05-06,"Fraser",945,36864,3.29,22.1
2020-05-06,"Interior",300,14508,0.76,31.7
2020-05-06,"Northern",124,4303,2,32.1
2020-05-06,"Unknown",6,917,0,31
2020-05-06,"Vancouver Coastal",601,31983,1.64,18
2020-05-06,"Vancouver Island",389,15403,0.14,16.6
2020-05-07,"BC",2340,106318,1.85,23.1
2020-05-07,"Fraser",842,37706,3.31,25.5
2020-05-07,"Interior",394,14902,0.6,27.5
2020-05-07,"Northern",135,4438,1.61,30.8
2020-05-07,"Unknown",2,919,0,19
2020-05-07,"Vancouver Coastal",590,32573,1.68,19.1
2020-05-07,"Vancouver Island",377,15780,0.19,16.3
2020-05-08,"BC",2219,108537,1.88,21.5
2020-05-08,"Fraser",800,38506,3.36,22.3
2020-05-08,"Interior",391,15293,0.45,30
2020-05-08,"Northern",120,4558,1.73,25
2020-05-08,"Unknown",11,930,0,19
2020-05-08,"Vancouver Coastal",568,33141,1.81,17.4
2020-05-08,"Vancouver Island",329,16109,0.12,15.3
2020-05-09,"BC",1825,110362,1.82,21.3
2020-05-09,"Fraser",652,39158,3.14,22.8
2020-05-09,"Interior",302,15595,0.45,29.1
2020-05-09,"Northern",63,4621,1.81,25.8
2020-05-09,"Unknown",16,946,0,37
2020-05-09,"Vancouver Coastal",547,33688,1.91,15.9
2020-05-09,"Vancouver Island",245,16354,0.09,17.4
2020-05-10,"BC",1354,111716,1.73,21.3
2020-05-10,"Fraser",379,39537,3.08,20.9
2020-05-10,"Interior",274,15869,0.54,29.8
2020-05-10,"Northern",57,4678,1.73,27.9
2020-05-10,"Unknown",6,952,0,27
2020-05-10,"Vancouver Coastal",438,34126,1.6,17.4
2020-05-10,"Vancouver Island",200,16554,0.09,17
2020-05-11,"BC",1206,112922,1.75,21.2
2020-05-11,"Fraser",488,40025,3.12,24.3
2020-05-11,"Interior",150,16019,0.53,23.8
2020-05-11,"Northern",35,4713,1.78,23.4
2020-05-11,"Unknown",4,956,0,37
2020-05-11,"Vancouver Coastal",322,34448,1.59,19.5
2020-05-11,"Vancouver Island",207,16761,0.1,14.3
2020-05-12,"BC",1735,114657,1.66,20.2
2020-05-12,"Fraser",681,40706,2.88,22.8
2020-05-12,"Interior",191,16210,0.55,23.7
2020-05-12,"Northern",56,4769,1.69,25.9
2020-05-12,"Unknown",2,958,0,19
2020-05-12,"Vancouver Coastal",546,34994,1.52,17.7
2020-05-12,"Vancouver Island",259,17020,0.1,14.9
2020-05-13,"BC",2064,116721,1.55,20
2020-05-13,"Fraser",712,41418,2.9,21.3
2020-05-13,"Interior",276,16486,0.51,25.3
2020-05-13,"Northern",79,4848,1.65,28.6
2020-05-13,"Unknown",13,971,0,23
2020-05-13,"Vancouver Coastal",619,35613,1.21,17.4
2020-05-13,"Vancouver Island",365,17385,0.1,16.1
2020-05-14,"BC",2000,118721,1.59,21.8
2020-05-14,"Fraser",653,42071,3.05,22.3
2020-05-14,"Interior",286,16772,0.48,25.8
2020-05-14,"Northern",94,4942,1.79,36.8
2020-05-14,"Unknown",12,983,0,23.4
2020-05-14,"Vancouver Coastal",627,36240,1.23,20.3
2020-05-14,"Vancouver Island",328,17713,0,15.8
2020-05-15,"BC",1967,120688,1.61,21.8
2020-05-15,"Fraser",735,42806,3.21,22.1
2020-05-15,"Interior",293,17065,0.56,34.6
2020-05-15,"Northern",85,5027,1.92,28.9
2020-05-15,"Unknown",7,990,0,22.4
2020-05-15,"Vancouver Coastal",525,36765,1.02,16.7
2020-05-15,"Vancouver Island",322,18035,0.05,15.8
2020-05-16,"BC",1691,122379,1.5,23.3
2020-05-16,"Fraser",577,43383,3.17,21.4
2020-05-16,"Interior",281,17346,0.51,37
2020-05-16,"Northern",78,5105,1.65,27.9
2020-05-16,"Unknown",7,997,0,22.4
2020-05-16,"Vancouver Coastal",465,37230,0.76,20.1
2020-05-16,"Vancouver Island",283,18318,0.05,17.5
2020-05-17,"BC",1553,123932,1.48,23.7
2020-05-17,"Fraser",589,43972,3,23
2020-05-17,"Interior",337,17683,0.44,31.7
2020-05-17,"Northern",53,5158,1.46,36.3
2020-05-17,"Unknown",5,1002,0,24.5
2020-05-17,"Vancouver Coastal",389,37619,0.89,19.1
2020-05-17,"Vancouver Island",180,18498,0.05,17.1
2020-05-18,"BC",1151,125083,1.39,21.5
2020-05-18,"Fraser",507,44479,2.78,21.9
2020-05-18,"Interior",144,17827,0.28,26.3
2020-05-18,"Northern",27,5185,1.48,22.7
2020-05-18,"Unknown",1,1003,0,43
2020-05-18,"Vancouver Coastal",325,37944,0.89,19.5
2020-05-18,"Vancouver Island",147,18645,0.05,19.5
2020-05-19,"BC",1179,126262,1.43,18.8
2020-05-19,"Fraser",470,44949,2.88,18.2
2020-05-19,"Interior",154,17981,0.34,22.1
2020-05-19,"Northern",38,5223,1.54,31.8
2020-05-19,"Unknown",1,1004,0,43
2020-05-19,"Vancouver Coastal",327,38271,0.88,18.5
2020-05-19,"Vancouver Island",189,18834,0.06,15.1
2020-05-20,"BC",1700,127962,1.41,20.4
2020-05-20,"Fraser",631,45580,2.69,25
2020-05-20,"Interior",165,18146,0.36,28.4
2020-05-20,"Northern",78,5301,1.32,23.6
2020-05-20,"Unknown",4,1008,0,19
2020-05-20,"Vancouver Coastal",518,38789,1.01,14.7
2020-05-20,"Vancouver Island",304,19138,0.11,15.7
2020-05-21,"BC",1958,129920,1.47,21.2
2020-05-21,"Fraser",674,46254,2.7,23.7
2020-05-21,"Interior",275,18421,0.42,25.2
2020-05-21,"Northern",95,5396,1.54,28.1
2020-05-21,"Unknown",19,1027,0,24.2
2020-05-21,"Vancouver Coastal",581,39370,1.09,18.4
2020-05-21,"Vancouver Island",314,19452,0.17,15.5
2020-05-22,"BC",1867,131787,1.36,19.9
2020-05-22,"Fraser",653,46907,2.39,21.2
2020-05-22,"Interior",259,18680,0.43,27.2
2020-05-22,"Northern",81,5477,1.11,25.4
2020-05-22,"Unknown",16,1043,0,26.7
2020-05-22,"Vancouver Coastal",536,39906,1.21,16.5
2020-05-22,"Vancouver Island",322,19774,0.12,15.6
2020-05-23,"BC",1856,133643,1.24,22.6
2020-05-23,"Fraser",644,47551,2.11,23.3
2020-05-23,"Interior",284,18964,0.37,31.7
2020-05-23,"Northern",87,5564,1.53,24.6
2020-05-23,"Unknown",16,1059,0,28
2020-05-23,"Vancouver Coastal",532,40438,1.12,19
2020-05-23,"Vancouver Island",293,20067,0.11,18
2020-05-24,"BC",1597,135240,1.22,22.2
2020-05-24,"Fraser",613,48164,2.1,24.7
2020-05-24,"Interior",296,19260,0.38,27.5
2020-05-24,"Northern",60,5624,1.5,30.3
2020-05-24,"Unknown",9,1068,0,27
2020-05-24,"Vancouver Coastal",426,40864,1.05,16.7
2020-05-24,"Vancouver Island",193,20260,0.11,15.8
2020-05-25,"BC",1200,136440,1.19,21
2020-05-25,"Fraser",440,48604,2.16,23.7
2020-05-25,"Interior",169,19429,0.37,24
2020-05-25,"Northern",35,5659,1.27,24
2020-05-25,"Unknown",8,1076,0,36.1
2020-05-25,"Vancouver Coastal",359,41223,0.95,19.6
2020-05-25,"Vancouver Island",189,20449,0.11,13.6
2020-05-26,"BC",1655,138095,1.07,19.5
2020-05-26,"Fraser",632,49236,1.98,22.6
2020-05-26,"Interior",174,19603,0.25,25.9
2020-05-26,"Northern",37,5696,1.06,13.4
2020-05-26,"Unknown",3,1079,0,46.5
2020-05-26,"Vancouver Coastal",531,41754,0.86,16.6
2020-05-26,"Vancouver Island",278,20727,0.11,14.6
2020-05-27,"BC",2063,140158,1.02,21
2020-05-27,"Fraser",755,49991,1.97,24.2
2020-05-27,"Interior",326,19929,0.17,24.6
2020-05-27,"Northern",110,5806,1.19,29.4
2020-05-27,"Unknown",16,1095,0,25
2020-05-27,"Vancouver Coastal",527,42281,0.77,15.9
2020-05-27,"Vancouver Island",329,21056,0.05,15.3
2020-05-28,"BC",2038,142196,0.81,21.1
2020-05-28,"Fraser",756,50747,1.6,21.8
2020-05-28,"Interior",248,20177,0.11,25.9
2020-05-28,"Northern",104,5910,0.97,32.3
2020-05-28,"Unknown",18,1113,0,31
2020-05-28,"Vancouver Coastal",614,42895,0.57,18.9
2020-05-28,"Vancouver Island",298,21354,0,15.7
2020-05-29,"BC",1804,144000,0.75,20.9
2020-05-29,"Fraser",676,51423,1.51,21.5
2020-05-29,"Interior",277,20454,0.06,27.3
2020-05-29,"Northern",92,6002,1.14,26.2
2020-05-29,"Unknown",12,1125,0,27
2020-05-29,"Vancouver Coastal",490,43385,0.43,18
2020-05-29,"Vancouver Island",257,21611,0,15.7
2020-05-30,"BC",1900,145900,0.85,21.4
2020-05-30,"Fraser",761,52184,1.68,23.6
2020-05-30,"Interior",253,20707,0.06,25.7
2020-05-30,"Northern",90,6092,0.95,25.4
2020-05-30,"Unknown",16,1141,0,29.5
2020-05-30,"Vancouver Coastal",553,43938,0.51,17.1
2020-05-30,"Vancouver Island",227,21838,0,17
2020-05-31,"BC",1295,147195,0.91,21.5
2020-05-31,"Fraser",451,52635,1.88,25.7
2020-05-31,"Interior",208,20915,0.06,23.5
2020-05-31,"Northern",53,6145,0.96,28.9
2020-05-31,"Unknown",4,1145,0,31
2020-05-31,"Vancouver Coastal",412,44350,0.49,17.3
2020-05-31,"Vancouver Island",167,22005,0,15.7
2020-06-01,"BC",1251,148446,0.95,19.4
2020-06-01,"Fraser",514,53149,1.85,21
2020-06-01,"Interior",162,21077,0.06,20.1
2020-06-01,"Northern",21,6166,0.99,30.9
2020-06-01,"Unknown",9,1154,0,24.3
2020-06-01,"Vancouver Coastal",381,44731,0.57,18.4
2020-06-01,"Vancouver Island",164,22169,0.06,14.3
2020-06-02,"BC",1604,150050,1.09,18.7
2020-06-02,"Fraser",534,53683,2.2,22
2020-06-02,"Interior",199,21276,0.12,23.3
2020-06-02,"Northern",78,6244,0.91,22.5
2020-06-02,"Unknown",12,1166,0,21.3
2020-06-02,"Vancouver Coastal",488,45219,0.61,15.2
2020-06-02,"Vancouver Island",293,22462,0.06,14.5
2020-06-03,"BC",1927,151977,0.99,19.9
2020-06-03,"Fraser",732,54415,1.97,21.7
2020-06-03,"Interior",266,21542,0.12,24.6
2020-06-03,"Northern",82,6326,0.77,24.8
2020-06-03,"Unknown",23,1189,0,24.2
2020-06-03,"Vancouver Coastal",553,45772,0.57,16.3
2020-06-03,"Vancouver Island",271,22733,0.06,16.1
2020-06-04,"BC",1853,153830,1.01,19.6
2020-06-04,"Fraser",634,55049,2,20.5
2020-06-04,"Interior",252,21794,0.12,26.1
2020-06-04,"Northern",92,6418,0.59,27.7
2020-06-04,"Unknown",18,1207,0,20.6
2020-06-04,"Vancouver Coastal",596,46368,0.66,15.8
2020-06-04,"Vancouver Island",261,22994,0.06,16.8
2020-06-05,"BC",2046,155876,1.05,19.7
2020-06-05,"Fraser",872,55921,2.09,21.4
2020-06-05,"Interior",256,22050,0.13,23.8
2020-06-05,"Northern",90,6508,0.79,24.7
2020-06-05,"Unknown",24,1231,0,19.7
2020-06-05,"Vancouver Coastal",527,46895,0.66,15.9
2020-06-05,"Vancouver Island",277,23271,0.06,16.4
2020-06-06,"BC",1703,157579,1.02,22.5
2020-06-06,"Fraser",592,56513,2.17,22.5
2020-06-06,"Interior",219,22269,0.06,32.9
2020-06-06,"Northern",119,6627,0.56,29.2
2020-06-06,"Unknown",20,1251,0,23.8
2020-06-06,"Vancouver Coastal",530,47425,0.54,18.6
2020-06-06,"Vancouver Island",223,23494,0.06,17.9
2020-06-07,"BC",1382,158961,0.93,23.9
2020-06-07,"Fraser",549,57062,1.94,24.5
2020-06-07,"Interior",220,22489,0.06,36.4
2020-06-07,"Northern",44,6671,0.38,32.1
2020-06-07,"Unknown",10,1261,0,27
2020-06-07,"Vancouver Coastal",394,47819,0.52,17.8
2020-06-07,"Vancouver Island",165,23659,0.06,17.9
2020-06-08,"BC",1059,160020,0.89,21
2020-06-08,"Fraser",370,57432,1.94,20.4
2020-06-08,"Interior",217,22706,0.06,30.7
2020-06-08,"Northern",19,6690,0.57,7.4
2020-06-08,"Unknown",1,1262,0,3
2020-06-08,"Vancouver Coastal",310,48129,0.47,17.6
2020-06-08,"Vancouver Island",142,23801,0,17.1
2020-06-09,"BC",1503,161523,0.75,19.7
2020-06-09,"Fraser",583,58015,1.55,21.1
2020-06-09,"Interior",104,22810,0,19.1
2020-06-09,"Northern",65,6755,0.59,27.1
2020-06-09,"Unknown",19,1281,0,27
2020-06-09,"Vancouver Coastal",504,48633,0.44,17.1
2020-06-09,"Vancouver Island",228,24029,0,19.5
2020-06-10,"BC",1886,163409,0.83,21.8
2020-06-10,"Fraser",760,58775,1.67,21.5
2020-06-10,"Interior",172,22982,0.07,39.7
2020-06-10,"Northern",83,6838,0.59,24.9
2020-06-10,"Unknown",16,1297,0,20.5
2020-06-10,"Vancouver Coastal",577,49210,0.49,17.8
2020-06-10,"Vancouver Island",278,24307,0,19.4
2020-06-11,"BC",1917,165326,0.86,19.9
2020-06-11,"Fraser",709,59484,1.78,20.9
2020-06-11,"Interior",85,23067,0.16,27.2
2020-06-11,"Northern",103,6941,0.57,28.1
2020-06-11,"Unknown",9,1306,0,22.6
2020-06-11,"Vancouver Coastal",710,49920,0.39,17.7
2020-06-11,"Vancouver Island",301,24608,0,17.8
2020-06-12,"BC",1949,167275,0.87,23.4
2020-06-12,"Fraser",686,60170,1.69,19.3
2020-06-12,"Interior",274,23341,0.15,48.8
2020-06-12,"Northern",77,7018,0.2,24.7
2020-06-12,"Unknown",12,1318,0,29
2020-06-12,"Vancouver Coastal",659,50579,0.62,18
2020-06-12,"Vancouver Island",241,24849,0,20.6
2020-06-13,"BC",1774,169049,0.86,20.9
2020-06-13,"Fraser",658,60828,1.55,19.9
2020-06-13,"Interior",152,23493,0.16,41.7
2020-06-13,"Northern",82,7100,0.21,24.9
2020-06-13,"Unknown",18,1336,0,27.4
2020-06-13,"Vancouver Coastal",645,51224,0.74,16.3
2020-06-13,"Vancouver Island",219,25068,0,21.3
2020-06-14,"BC",1256,170305,0.89,27
2020-06-14,"Fraser",379,61207,1.59,19.2
2020-06-14,"Interior",263,23756,0.16,53.6
2020-06-14,"Northern",42,7142,0.21,34.6
2020-06-14,"Unknown",7,1343,0,14.4
2020-06-14,"Vancouver Coastal",405,51629,0.81,17.9
2020-06-14,"Vancouver Island",160,25228,0,23.7
2020-06-15,"BC",943,171248,0.93,18.3
2020-06-15,"Fraser",347,61554,1.63,20.6
2020-06-15,"Interior",21,23777,0.19,13.3
2020-06-15,"Northern",37,7179,0,27
2020-06-15,"Unknown",8,1351,0,22
2020-06-15,"Vancouver Coastal",413,52042,0.87,16.4
2020-06-15,"Vancouver Island",117,25345,0,16
2020-06-16,"BC",1555,172803,0.97,18.9
2020-06-16,"Fraser",646,62200,1.7,19.2
2020-06-16,"Interior",54,23831,0.2,20.6
2020-06-16,"Northern",52,7231,0,19.7
2020-06-16,"Unknown",13,1364,0,24.9
2020-06-16,"Vancouver Coastal",554,52596,0.91,18.6
2020-06-16,"Vancouver Island",236,25581,0,18.1
2020-06-17,"BC",2116,174919,0.89,31.1
2020-06-17,"Fraser",759,62959,1.53,18.9
2020-06-17,"Interior",391,24222,0.16,84.4
2020-06-17,"Northern",78,7309,0,27.7
2020-06-17,"Unknown",13,1377,0,14.7
2020-06-17,"Vancouver Coastal",659,53255,0.89,18.3
2020-06-17,"Vancouver Island",216,25797,0,19.2
2020-06-18,"BC",1852,176771,0.85,21.1
2020-06-18,"Fraser",726,63685,1.4,20.1
2020-06-18,"Interior",159,24381,0.08,39.5
2020-06-18,"Northern",76,7385,0,27.8
2020-06-18,"Unknown",17,1394,0,23.4
2020-06-18,"Vancouver Coastal",589,53844,0.94,17.4
2020-06-18,"Vancouver Island",285,26082,0,19.1
2020-06-19,"BC",2142,178913,0.75,26.3
2020-06-19,"Fraser",880,64565,1.18,22.1
2020-06-19,"Interior",380,24761,0.14,52.5
2020-06-19,"Northern",84,7469,0,25.2
2020-06-19,"Unknown",21,1415,0,24.3
2020-06-19,"Vancouver Coastal",583,54427,0.81,17.9
2020-06-19,"Vancouver Island",194,26276,0.07,19.5
2020-06-20,"BC",1699,180612,0.69,23.3
2020-06-20,"Fraser",665,65230,1.16,21.2
2020-06-20,"Interior",221,24982,0.13,37.5
2020-06-20,"Northern",73,7542,0,32.9
2020-06-20,"Unknown",8,1423,0,20
2020-06-20,"Vancouver Coastal",534,54961,0.67,19.5
2020-06-20,"Vancouver Island",198,26474,0.07,21.5
2020-06-21,"BC",1369,181981,0.72,23.9
2020-06-21,"Fraser",499,65729,1.24,21.8
2020-06-21,"Interior",221,25203,0.21,38
2020-06-21,"Northern",41,7583,0,36.3
2020-06-21,"Unknown",15,1438,0,27
2020-06-21,"Vancouver Coastal",397,55358,0.56,17.9
2020-06-21,"Vancouver Island",196,26670,0.07,22.4
2020-06-22,"BC",1119,183100,0.71,21.3
2020-06-22,"Fraser",417,66146,1.22,22.2
2020-06-22,"Interior",120,25323,0.19,35.1
2020-06-22,"Northern",25,7608,0,35.4
2020-06-22,"Unknown",3,1441,0,35
2020-06-22,"Vancouver Coastal",414,55772,0.56,17.4
2020-06-22,"Vancouver Island",140,26810,0.07,15.6
2020-06-23,"BC",1673,184773,0.68,20
2020-06-23,"Fraser",659,66805,1.17,20.9
2020-06-23,"Interior",48,25371,0.19,20.9
2020-06-23,"Northern",25,7633,0,26.3
2020-06-23,"Unknown",20,1461,0,20.6
2020-06-23,"Vancouver Coastal",661,56433,0.52,19.1
2020-06-23,"Vancouver Island",260,27070,0.07,19.6
2020-06-24,"BC",2271,187044,0.73,23.9
2020-06-24,"Fraser",777,67582,1.32,19.6
2020-06-24,"Interior",278,25649,0.14,57.1
2020-06-24,"Northern",90,7723,0.24,31
2020-06-24,"Unknown",29,1490,0,18.1
2020-06-24,"Vancouver Coastal",802,57235,0.53,17.3
2020-06-24,"Vancouver Island",295,27365,0.06,20.3
2020-06-25,"BC",2081,189125,0.81,20.5
2020-06-25,"Fraser",829,68411,1.44,19.3
2020-06-25,"Interior",142,25791,0.14,35.2
2020-06-25,"Northern",77,7800,0.24,28.1
2020-06-25,"Unknown",22,1512,0,21
2020-06-25,"Vancouver Coastal",691,57926,0.61,18.2
2020-06-25,"Vancouver Island",320,27685,0.06,20.4
2020-06-26,"BC",1684,190809,0.83,26.1
2020-06-26,"Fraser",582,68993,1.58,20.6
2020-06-26,"Interior",384,26175,0.14,50.5
2020-06-26,"Northern",73,7873,0.25,22.6
2020-06-26,"Unknown",25,1537,0,18.7
2020-06-26,"Vancouver Coastal",605,58531,0.58,16.6
2020-06-26,"Vancouver Island",15,27700,0,23
2020-06-27,"BC",1752,192561,0.86,22.6
2020-06-27,"Fraser",641,69634,1.66,19.9
2020-06-27,"Interior",277,26452,0.14,38.4
2020-06-27,"Northern",57,7930,0.26,25.4
2020-06-27,"Unknown",17,1554,0,24.3
2020-06-27,"Vancouver Coastal",539,59070,0.61,18.2
2020-06-27,"Vancouver Island",221,27921,0,20.9
2020-06-28,"BC",1166,193727,0.83,24.5
2020-06-28,"Fraser",361,69995,1.55,20.1
2020-06-28,"Interior",193,26645,0.07,42.1
2020-06-28,"Northern",57,7987,0.25,34.2
2020-06-28,"Unknown",5,1559,0,16.5
2020-06-28,"Vancouver Coastal",333,59403,0.72,18.3
2020-06-28,"Vancouver Island",217,28138,0,23.3
2020-06-29,"BC",1336,195063,0.84,20.6
2020-06-29,"Fraser",541,70536,1.57,19.5
2020-06-29,"Interior",141,26786,0.07,32.5
2020-06-29,"Northern",17,8004,0.25,25.5
2020-06-29,"Unknown",15,1574,0,25.9
2020-06-29,"Vancouver Coastal",478,59881,0.68,19.3
2020-06-29,"Vancouver Island",144,28282,0,16.9
2020-06-30,"BC",1706,196769,0.81,20
2020-06-30,"Fraser",647,71183,1.48,20.4
2020-06-30,"Interior",100,26886,0.07,21.1
2020-06-30,"Northern",57,8061,0.23,26.1
2020-06-30,"Unknown",24,1598,0,18.9
